"geoid","geolevel","year","education_score","education_rnk","education_state_rnk"
"14000US42129807202","tract","2023","105.76","58.2706","68.0302"
"14000US42129807300","tract","2023","110.02","67.8962","79.657"
"14000US42129807401","tract","2023","99.67","44.9865","51.7149"
"14000US42129807403","tract","2023","86.98","22.1673","25.0157"
"14000US42129807404","tract","2023","63.96","4.8823","5.8842"
"14000US42129807500","tract","2023","100.06","45.8706","52.9421"
"14000US42129807600","tract","2023","111.75","71.6373","83.5903"
"14000US42129807700","tract","2023","98.67","42.8772","49.1976"
"14000US42129807800","tract","2023","103.6","53.5339","61.9887"
"14000US42129807901","tract","2023","103","52.268","60.3996"
"14000US42129807902","tract","2023","93.16","32.0867","36.6268"
"14000US42129808100","tract","2023","94.68","34.869","39.5846"
"14000US42129808200","tract","2023","108.66","64.7664","76.2272"
"14000US42129808300","tract","2023","107.05","61.1446","72.1208"
"14000US42129808401","tract","2023","91.66","29.4593","33.6375"
"14000US42129808402","tract","2023","96.48","38.3241","43.8798"
"14000US42129808500","tract","2023","96.31","38.0329","43.5179"
"14000US42129808600","tract","2023","111.3","70.6968","82.725"
"14000US42131400100","tract","2023",NA,NA,NA
"14000US42131400200","tract","2023",NA,NA,NA
"14000US42131400300","tract","2023","87.98","23.5958","26.5419"
"14000US42131400400","tract","2023","97.38","40.1855","45.9251"
"14000US42131400500","tract","2023",NA,NA,NA
"14000US42131400600","tract","2023","105.94","58.6707","68.5022"
"14000US42131400700","tract","2023",NA,NA,NA
"14000US42133000100","tract","2023","104.68","55.9593","64.978"
"14000US42133000200","tract","2023","124.1","91.2624","97.9232"
"14000US42133000300","tract","2023","100.24","46.2668","53.4613"
"14000US42133000400","tract","2023","108.22","63.717","74.9213"
"14000US42133000500","tract","2023","108.26","63.8036","75.1101"
"14000US42133000600","tract","2023","118.03","83.4614","93.8011"
"14000US42133000700","tract","2023","107.36","61.8307","72.9075"
"14000US42133000800","tract","2023","99.12","43.8217","50.1416"
"14000US42133000900","tract","2023","106.16","59.135","69.2731"
"14000US42133001000","tract","2023","121.66","88.6717","96.9792"
"14000US42133001100","tract","2023","108.95","65.4","76.8722"
"14000US42133001200","tract","2023","118.25","83.8589","94.1945"
"14000US42133001300","tract","2023","97.41","40.2366","46.0667"
"14000US42133001400","tract","2023","115.91","79.8791","91.331"
"14000US42133001500","tract","2023","99.06","43.6931","49.9843"
"14000US42133001600","tract","2023","116.1","80.1991","91.5198"
"14000US42133010120","tract","2023","108.86","65.1914","76.6362"
"14000US42133010130","tract","2023","101.92","49.8098","57.4261"
"14000US42133010131","tract","2023","76.42","11.0384","12.0044"
"14000US42133010132","tract","2023",NA,NA,NA
"14000US42133010210","tract","2023","99.09","43.7744","50.0944"
"14000US42133010220","tract","2023","102.48","51.0337","58.7004"
"14000US42133010300","tract","2023","95.59","36.6162","41.5198"
"14000US42133010400","tract","2023","97.81","41.0827","47.1366"
"14000US42133010510","tract","2023",NA,NA,NA
"14000US42133010520","tract","2023","102.01","49.9882","57.5519"
"14000US42133020100","tract","2023","90.52","27.5638","31.4191"
"14000US42133020220","tract","2023","103.66","53.6598","62.1617"
"14000US42133020221","tract","2023","100.2","46.1736","53.304"
"14000US42133020222","tract","2023","83.37","17.5604","19.2889"
"14000US42133020310","tract","2023","94.36","34.2419","38.8767"
"14000US42133020321","tract","2023","102.62","51.3721","59.0938"
"14000US42133020322","tract","2023","93.95","33.4982","38.2788"
"14000US42133020410","tract","2023","108.18","63.6291","74.764"
"14000US42133020421","tract","2023","101.65","49.2615","56.8439"
"14000US42133020422","tract","2023","93.13","32.0159","36.5481"
"14000US42133020510","tract","2023","112.78","73.828","85.6828"
"14000US42133020522","tract","2023","109.91","67.6286","79.2322"
"14000US42133020523","tract","2023","117.5","82.6167","93.3291"
"14000US42133020524","tract","2023","102.94","52.1342","60.258"
"14000US42133020601","tract","2023","81.92","15.9588","17.7155"
"14000US42133020602","tract","2023","105.53","57.7643","67.0548"
"14000US42133020710","tract","2023","106.65","60.2421","71.0352"
"14000US42133020721","tract","2023","89.18","25.4532","28.8861"
"14000US42133020722","tract","2023","91.79","29.6836","33.8263"
"14000US42133020801","tract","2023","105.94","58.6707","68.5022"
"14000US42133020802","tract","2023","106.91","60.8482","71.759"
"14000US42133020910","tract","2023","106.56","60.0178","70.7992"
"14000US42133020921","tract","2023","110.65","69.2854","81.4663"
"14000US42133020922","tract","2023","103.89","54.1937","62.6652"
"14000US42133021010","tract","2023","105.45","57.5793","66.8345"
"14000US42133021020","tract","2023","98.47","42.4391","48.7571"
"14000US42133021100","tract","2023","110.97","69.9858","81.9069"
"14000US42133021221","tract","2023","85.49","20.1839","22.6086"
"14000US42133021222","tract","2023","79.62","13.7694","14.8206"
"14000US42133021223","tract","2023","109.87","67.525","79.1536"
"14000US42133021224","tract","2023","105.59","57.902","67.2907"
"14000US42133021300","tract","2023","109.8","67.3663","78.9333"
"14000US42133021410","tract","2023","87.53","22.9556","25.8339"
"14000US42133021420","tract","2023","104.31","55.104","63.7665"
"14000US42133021500","tract","2023","99.19","43.9778","50.4563"
"14000US42133021600","tract","2023","111.61","71.3173","83.3228"
"14000US42133021711","tract","2023","108.7","64.849","76.3373"
"14000US42133021712","tract","2023","105.49","57.6698","66.9604"
"14000US42133021720","tract","2023","103.08","52.4451","60.6514"
"14000US42133021801","tract","2023","101.03","47.955","55.5066"
"14000US42133021802","tract","2023","102.91","52.0529","60.1479"
"14000US42133021901","tract","2023","113.88","76.0068","87.8855"
"14000US42133021902","tract","2023","112.87","74.0142","85.8402"
"14000US42133022000","tract","2023","115.13","78.4348","90.1825"
"14000US42133022100","tract","2023","122.55","89.6857","97.3883"
"14000US42133022200","tract","2023","94.92","35.3202","40.0252"
"14000US42133022300","tract","2023","109.48","66.6448","78.1309"
"14000US42133022401","tract","2023","108.35","64.0134","75.4248"
"14000US42133022403","tract","2023","107.31","61.7257","72.7187"
"14000US42133022404","tract","2023","102.65","51.4521","59.2668"
"14000US42133022500","tract","2023","115.06","78.3023","89.8836"
"14000US42133022601","tract","2023","96.26","37.9398","43.3763"
"14000US42133022602","tract","2023","92.5","30.8655","35.1636"
"14000US42133022701","tract","2023","84.62","19.0138","20.9566"
"14000US42133022702","tract","2023","103.2","52.693","60.966"
"14000US42133022801","tract","2023","87.16","22.4296","25.3619"
"14000US42133022802","tract","2023","102.48","51.0337","58.7004"
"14000US42133022920","tract","2023","86.47","21.4917","24.2763"
"14000US42133022921","tract","2023","91.94","29.9473","34.0623"
"14000US42133022922","tract","2023","85.65","20.3702","22.8288"
"14000US42133022923","tract","2023","101.38","48.6725","56.2146"
"14000US42133023000","tract","2023","100.29","46.3835","53.6186"
"14000US42133023100","tract","2023","110.38","68.6938","80.6954"
"14000US42133023200","tract","2023","98.68","42.9087","49.2605"
"14000US42133023301","tract","2023","110.84","69.7051","81.6237"
"14000US42133023302","tract","2023","78.98","13.1778","14.0969"
"14000US42133023400","tract","2023","106.41","59.6938","70.1227"
"14000US42133023500","tract","2023","115.2","78.5529","90.3084"
"14000US42133023601","tract","2023","101.32","48.561","56.1202"
"14000US42133023602","tract","2023","93.62","32.9053","37.7124"
"14000US42133023710","tract","2023","105.61","57.9387","67.3694"
"14000US42133023721","tract","2023","94.82","35.1274","39.7734"
"14000US42133023722","tract","2023","93.27","32.2835","36.7841"
"14000US42133023810","tract","2023","106.99","61.0174","71.932"
"14000US42133023821","tract","2023","89.04","25.2525","28.6344"
"14000US42133023823","tract","2023","95.81","37.0307","42.2121"
"14000US42133023824","tract","2023","101.2","48.3275","55.8527"
"14000US42133023902","tract","2023","93.45","32.6272","37.146"
"14000US42133023903","tract","2023","108.09","63.4428","74.6067"
"14000US42133023904","tract","2023","92.18","30.3592","34.5028"
"14000US42133024001","tract","2023","110.2","68.2845","80.0818"
"14000US42133024002","tract","2023","95.39","36.2371","41.0321"
"14000US44001030100","tract","2023","75.7","10.5478","12.4424"
"14000US44001030200","tract","2023","82.04","16.086","20.2765"
"14000US44001030300","tract","2023","79.51","13.675","17.0507"
"14000US44001030400","tract","2023","65.93","5.55","5.9908"
"14000US44001030500","tract","2023",NA,NA,NA
"14000US44001030601","tract","2023","98.94","43.4373","59.447"
"14000US44001030602","tract","2023",NA,NA,NA
"14000US44001030700","tract","2023","89.93","26.6194","35.023"
"14000US44001030800","tract","2023",NA,NA,NA
"14000US44001030901","tract","2023",NA,NA,NA
"14000US44001030902","tract","2023","87.25","22.5464","28.5714"
"14000US44003020101","tract","2023","86.73","21.838","28.1106"
"14000US44003020102","tract","2023","100.08","45.9165","62.6728"
"14000US44003020200","tract","2023","91.07","28.4834","38.7097"
"14000US44003020300","tract","2023",NA,NA,NA
"14000US44003020400","tract","2023",NA,NA,NA
"14000US44003020500","tract","2023","87.62","23.0842","29.4931"
"14000US44003020601","tract","2023","105.5","57.6921","73.2719"
"14000US44003020602","tract","2023","103.35","53.0262","68.2028"
"14000US44003020603","tract","2023","96.25","37.9253","54.3779"
"14000US44003020604","tract","2023","109","65.5324","78.341"
"14000US44003020701","tract","2023",NA,NA,NA
"14000US44003020702","tract","2023","89.01","25.1987","32.2581"
"14000US44003020703","tract","2023","91.45","29.1222","40.0922"
"14000US44003020800","tract","2023","99.48","44.5982","61.2903"
"14000US44003020901","tract","2023","89.4","25.7864","33.1797"
"14000US44003020903","tract","2023","72.43","8.4739","10.5991"
"14000US44003020904","tract","2023","93.13","32.0159","45.6221"
"14000US44003021001","tract","2023",NA,NA,NA
"14000US44003021002","tract","2023","92.47","30.8248","44.2396"
"14000US44003021100","tract","2023","102.93","52.0988","66.8203"
"14000US44003021200","tract","2023","106.55","59.9903","74.1935"
"14000US44003021300","tract","2023","74.53","9.7319","11.5207"
"14000US44003021401","tract","2023",NA,NA,NA
"14000US44003021402","tract","2023","106.7","60.3536","75.1152"
"14000US44003021501","tract","2023",NA,NA,NA
"14000US44003021502","tract","2023","95.57","36.5716","52.5346"
"14000US44003021600","tract","2023",NA,NA,NA
"14000US44003021700","tract","2023","104.38","55.268","70.5069"
"14000US44003021800","tract","2023","98.59","42.7145","58.9862"
"14000US44003021901","tract","2023",NA,NA,NA
"14000US44003021902","tract","2023","81.75","15.7489","19.8157"
"14000US44003021903","tract","2023","89.64","26.1694","34.5622"
"14000US44003022000","tract","2023","96.89","39.1361","56.9124"
"14000US44003022100","tract","2023","88.01","23.6417","29.9539"
"14000US44003022201","tract","2023","82.72","16.8376","20.7373"
"14000US44003022202","tract","2023","95.27","35.9892","52.0737"
"14000US44003022300","tract","2023","104.74","56.0787","71.4286"
"14000US44003022400","tract","2023",NA,NA,NA
"14000US44003980000","tract","2023",NA,NA,NA
"14000US44005040101","tract","2023",NA,NA,NA
"14000US44005040102","tract","2023","68.51","6.5312","7.3733"
"14000US44005040104","tract","2023","88.53","24.4182","31.3364"
"14000US44005040105","tract","2023","66.13","5.6156","6.4516"
"14000US44005040200","tract","2023",NA,NA,NA
"14000US44005040302","tract","2023",NA,NA,NA
"14000US44005040303","tract","2023",NA,NA,NA
"14000US44005040304","tract","2023","90.29","27.1926","36.8664"
"14000US44005040400","tract","2023","76.86","11.3768","12.9032"
"14000US44005040500","tract","2023","111.49","71.0851","80.6452"
"14000US44005040600","tract","2023",NA,NA,NA
"14000US44005040700","tract","2023","47.04","1.6987","2.765"
"14000US44005040800","tract","2023","35.24","0.7543","1.3825"
"14000US44005040900","tract","2023","54.48","2.6786","5.0691"
"14000US44005041000","tract","2023",NA,NA,NA
"14000US44005041100","tract","2023",NA,NA,NA
"14000US44005041200","tract","2023",NA,NA,NA
"14000US44005041300","tract","2023","68.82","6.7044","7.8341"
"14000US44005041400","tract","2023","86.26","21.173","27.1889"
"14000US44005041601","tract","2023","101.24","48.4023","64.0553"
"14000US44005041602","tract","2023","77.94","12.2898","14.2857"
"14000US44005041701","tract","2023","92.21","30.3985","42.3963"
"14000US44005041702","tract","2023",NA,NA,NA
"14000US44005990000","tract","2023",NA,NA,NA
"14000US44007000101","tract","2023","96.81","38.9629","56.2212"
"14000US44007000102","tract","2023","104.21","54.9007","70.0461"
"14000US44007000200","tract","2023","117.03","81.8572","88.4793"
"14000US44007000301","tract","2023","90.47","27.4628","37.788"
"14000US44007000302","tract","2023","126.46","93.4176","95.8525"
"14000US44007000400","tract","2023","121.69","88.7111","94.0092"
"14000US44007000500","tract","2023","129.19","95.3092","97.235"
"14000US44007000600","tract","2023","114.8","77.8144","85.7143"
"14000US44007000700","tract","2023","127.64","94.3175","96.7742"
"14000US44007000800","tract","2023","22.08","0.261","0.4608"
"14000US44007000900","tract","2023",NA,NA,NA
"14000US44007001000","tract","2023","103.43","53.1928","69.1244"
"14000US44007001100","tract","2023","66.53","5.7678","6.9124"
"14000US44007001200","tract","2023","127.14","93.9607","96.3134"
"14000US44007001300","tract","2023","92.87","31.5083","45.1613"
"14000US44007001400","tract","2023","134.96","97.7661","99.5392"
"14000US44007001500","tract","2023","115.04","78.2748","86.1751"
"14000US44007001601","tract","2023","113.97","76.1865","84.7926"
"14000US44007001602","tract","2023","114.79","77.7947","85.2535"
"14000US44007001700","tract","2023","117.15","82.071","88.9401"
"14000US44007001800","tract","2023","117.46","82.5458","89.4009"
"14000US44007001900","tract","2023","110.24","68.3763","79.2627"
"14000US44007002000","tract","2023","109.02","65.5915","78.8018"
"14000US44007002101","tract","2023","94.98","35.4343","51.1521"
"14000US44007002102","tract","2023","118.39","84.0976","90.3226"
"14000US44007002200","tract","2023","132.9","97.0341","98.1567"
"14000US44007002300","tract","2023","72.85","8.7153","11.0599"
"14000US44007002400","tract","2023","48.56","1.8469","3.6866"
"14000US44007002500","tract","2023","96.1","37.6","53.9171"
"14000US44007002600","tract","2023","111.13","70.3466","80.1843"
"14000US44007002700","tract","2023","110.82","69.6566","79.7235"
"14000US44007002801","tract","2023","112.28","72.751","81.5668"
"14000US44007002802","tract","2023","113.8","75.8297","83.871"
"14000US44007002900","tract","2023","111.6","71.3041","81.106"
"14000US44007003100","tract","2023","54.13","2.6274","4.6083"
"14000US44007003200","tract","2023","40.35","1.0927","2.3041"
"14000US44007003300","tract","2023","49.76","2.0057","4.1475"
"14000US44007003400","tract","2023","15.27","0.1377","0"
"14000US44007003500","tract","2023","27.27","0.3922","0.9217"
"14000US44007003601","tract","2023",NA,NA,NA
"14000US44007003602","tract","2023",NA,NA,NA
"14000US44007003700","tract","2023","36.94","0.85","1.8433"
"14000US44007010101","tract","2023","79.01","13.2172","15.6682"
"14000US44007010102","tract","2023","79.58","13.7432","17.5115"
"14000US44007010200","tract","2023","103.05","52.3979","67.7419"
"14000US44007010300","tract","2023","121.37","88.3385","93.5484"
"14000US44007010400","tract","2023","88.61","24.5507","31.7972"
"14000US44007010501","tract","2023","102.37","50.7936","66.3594"
"14000US44007010502","tract","2023","98.21","41.8134","58.0645"
"14000US44007010600","tract","2023","92.12","30.266","41.9355"
"14000US44007010701","tract","2023","83.28","17.4607","22.1198"
"14000US44007010702","tract","2023","84.44","18.7948","23.9631"
"14000US44007010800","tract","2023","118.47","84.2157","90.7834"
"14000US44007010900","tract","2023","133.49","97.2545","98.6175"
"14000US44007011000","tract","2023","138.13","98.5715","100"
"14000US44007011100","tract","2023","134.45","97.61","99.0783"
"14000US44007011200","tract","2023","113.74","75.7024","83.4101"
"14000US44007011301","tract","2023","99.04","43.6433","60.5991"
"14000US44007011302","tract","2023","107.84","62.9103","76.9585"
"14000US44007011402","tract","2023","72.03","8.2365","9.2166"
"14000US44007011403","tract","2023","89.53","25.9976","34.1014"
"14000US44007011404","tract","2023","90.01","26.744","35.4839"
"14000US44007011405","tract","2023","90.17","26.9971","36.4055"
"14000US44007011500","tract","2023","94.45","34.4138","49.3088"
"14000US44007011600","tract","2023","93.53","32.7597","46.5438"
"14000US44007011701","tract","2023","100.5","46.819","63.5945"
"14000US44007011702","tract","2023","92.37","30.6451","43.7788"
"14000US44007011800","tract","2023","94.2","33.9455","47.4654"
"14000US44007011901","tract","2023","104.51","55.5867","70.9677"
"14000US44007011902","tract","2023","84.32","18.661","23.5023"
"14000US44007012000","tract","2023","91.37","29.0015","39.6313"
"14000US44007012102","tract","2023","106.73","60.431","75.576"
"14000US44007012103","tract","2023","77.07","11.55","13.3641"
"14000US44007012104","tract","2023","106.2","59.2164","73.7327"
"14000US44007012200","tract","2023","79.63","13.7839","17.9724"
"14000US44007012300","tract","2023","87.48","22.8796","29.0323"
"14000US44007012401","tract","2023","95.04","35.5537","51.6129"
"14000US44007012402","tract","2023","102.15","50.3345","65.8986"
"14000US44007012500","tract","2023","96.89","39.1361","56.9124"
"14000US44007012601","tract","2023",NA,NA,NA
"14000US44007012602","tract","2023","98.95","43.457","59.9078"
"14000US44007012701","tract","2023","90.09","26.887","35.9447"
"14000US44007012702","tract","2023","96.3","38.0119","54.8387"
"14000US44007012801","tract","2023","101.97","49.9187","65.4378"
"14000US44007012802","tract","2023","99.78","45.2305","62.212"
"14000US44007012803","tract","2023","89.07","25.2866","32.7189"
"14000US44007012900","tract","2023","94.22","33.9875","47.9263"
"14000US44007013001","tract","2023","94.25","34.0373","48.3871"
"14000US44007013002","tract","2023","98.31","42.0429","58.5253"
"14000US44007013101","tract","2023","104.75","56.0996","71.8894"
"14000US44007013102","tract","2023","79.23","13.4113","16.5899"
"14000US44007013201","tract","2023","86.19","21.0641","26.7281"
"14000US44007013202","tract","2023","83.12","17.2863","21.659"
"14000US44007013300","tract","2023","97.17","39.7054","57.6037"
"14000US44007013400","tract","2023","75.39","10.3366","11.9816"
"14000US44007013500","tract","2023","79.03","13.2356","16.129"
"14000US44007013600","tract","2023","107.5","62.1337","76.4977"
"14000US44007013701","tract","2023","106.93","60.8875","76.0369"
"14000US44007013702","tract","2023","103.03","52.3493","67.2811"
"14000US44007013800","tract","2023","86.18","21.0484","26.2673"
"14000US44007013900","tract","2023","105.35","57.3681","72.8111"
"14000US44007014000","tract","2023","103.4","53.1259","68.6636"
"14000US44007014100","tract","2023","116.82","81.5096","88.0184"
"14000US44007014200","tract","2023",NA,NA,NA
"14000US44007014300","tract","2023","77.84","12.2058","13.8249"
"14000US44007014400","tract","2023","88.16","23.8699","30.4147"
"14000US44007014501","tract","2023","80.68","14.7624","18.894"
"14000US44007014502","tract","2023","95.96","37.3246","53.4562"
"14000US44007014600","tract","2023","90.52","27.5638","38.2488"
"14000US44007014700","tract","2023","105.19","57.0493","72.3502"
"14000US44007014800","tract","2023","95.62","36.6792","52.9954"
"14000US44007015000","tract","2023","85.35","20.0016","24.8848"
"14000US44007015100","tract","2023","112.84","73.9552","82.4885"
"14000US44007015200","tract","2023","94.48","34.4676","49.7696"
"14000US44007015300","tract","2023","130.71","96.1159","97.6959"
"14000US44007015400","tract","2023","119.87","86.3263","92.1659"
"14000US44007015500","tract","2023","92.67","31.1777","44.7005"
"14000US44007015600","tract","2023","78.18","12.4747","14.7465"
"14000US44007015700","tract","2023","93.36","32.4645","46.0829"
"14000US44007015800","tract","2023","94.7","34.8926","50.6912"
"14000US44007015900","tract","2023","115.45","79.0212","86.6359"
"14000US44007016000","tract","2023","80.61","14.6955","18.4332"
"14000US44007016100","tract","2023","123.08","90.2668","94.9309"
"14000US44007016300","tract","2023","81.11","15.1455","19.3548"
"14000US44007016400","tract","2023","120.45","87.1173","92.6267"
"14000US44007016500","tract","2023","48.08","1.801","3.2258"
"14000US44007016600","tract","2023","99.04","43.6433","60.5991"
"14000US44007016700","tract","2023","103.64","53.6178","69.5853"
"14000US44007016800","tract","2023","101.59","49.1434","64.977"
"14000US44007016900","tract","2023","91.59","29.3491","41.0138"
"14000US44007017000","tract","2023","99.6","44.8304","61.7512"
"14000US44007017100","tract","2023","119.07","85.147","91.2442"
"14000US44007017300","tract","2023","106.63","60.1844","74.6544"
"14000US44007017400","tract","2023","116.78","81.4518","87.5576"
"14000US44007017500","tract","2023","121.14","88.0342","93.0876"
"14000US44007017600","tract","2023","115.53","79.1576","87.0968"
"14000US44007017700","tract","2023","108.48","64.3151","77.6498"
"14000US44007017800","tract","2023","117.64","82.8252","89.8618"
"14000US44007017900","tract","2023","121.72","88.7426","94.47"
"14000US44007018000","tract","2023","124.91","92.1019","95.3917"
"14000US44007018100","tract","2023","119.24","85.4015","91.7051"
"14000US44007018200","tract","2023","92.34","30.6018","43.318"
"14000US44007018300","tract","2023","113.94","76.1379","84.3318"
"14000US44007018400","tract","2023","113.39","75.0597","82.9493"
"14000US44007018500","tract","2023","112.4","73.0042","82.0276"
"14000US44009041500","tract","2023","88.23","23.9801","30.8756"
"14000US44009050102","tract","2023","85.96","20.7808","25.3456"
"14000US44009050103","tract","2023","90.42","27.4025","37.3272"
"14000US44009050104","tract","2023","94.12","33.8038","47.0046"
"14000US44009050301","tract","2023","84.17","18.4708","23.0415"
"14000US44009050302","tract","2023","100.23","46.2458","63.1336"
"14000US44009050401","tract","2023","82.92","17.0528","21.1982"
"14000US44009050402","tract","2023","72.42","8.4621","10.1382"
"14000US44009050500","tract","2023","101.52","48.9821","64.5161"
"14000US44009050600","tract","2023","86.62","21.6898","27.6498"
"14000US44009050701","tract","2023","108.48","64.3151","77.6498"
"14000US44009050702","tract","2023","86.14","20.9854","25.8065"
"14000US44009050801","tract","2023","96.48","38.3241","55.2995"
"14000US44009050802","tract","2023","91.79","29.6836","41.4747"
"14000US44009050901","tract","2023","94.36","34.2419","48.8479"
"14000US44009050902","tract","2023","92.28","30.5061","42.8571"
"14000US44009051000","tract","2023","70.86","7.6213","8.7558"
"14000US44009051101","tract","2023","96.7","38.7675","55.7604"
"14000US44009051102","tract","2023","94.67","34.8388","50.2304"
"14000US44009051201","tract","2023","85.24","19.8835","24.424"
"14000US44009051202","tract","2023","91.46","29.1366","40.553"
"14000US44009051302","tract","2023","89.41","25.8061","33.6406"
"14000US44009051304","tract","2023","78.99","13.191","15.2074"
"14000US44009051305","tract","2023","91.34","28.9477","39.1705"
"14000US44009051306","tract","2023","59.39","3.6703","5.53"
"14000US44009051400","tract","2023",NA,NA,NA
"14000US44009051502","tract","2023","83.58","17.7821","22.5806"
"14000US44009051503","tract","2023","72.07","8.2706","9.6774"
"14000US44009051504","tract","2023","70.12","7.2645","8.2949"
"14000US44009990100","tract","2023",NA,NA,NA
"14000US44009990200","tract","2023",NA,NA,NA
"14000US45001950100","tract","2023","104.65","55.8766","47.9377"
"14000US45001950200","tract","2023","89.14","25.3942","17.2559"
"14000US45001950300","tract","2023","106.48","59.8617","53.1987"
"14000US45001950401","tract","2023","117.37","82.4212","79.2929"
"14000US45001950402","tract","2023","101.45","48.8116","41.2458"
"14000US45001950500","tract","2023","108.09","63.4428","57.4916"
"14000US45001950600","tract","2023","125.2","92.384","94.697"
"14000US45003020100","tract","2023","112.67","73.5866","68.6869"
"14000US45003020200","tract","2023","107.31","61.7257","55.3451"
"14000US45003020301","tract","2023","104.76","56.1272","48.2323"
"14000US45003020303","tract","2023","123.55","90.6944","92.2559"
"14000US45003020304","tract","2023","111.49","71.0851","66.5825"
"14000US45003020401","tract","2023","94.06","33.6936","25.2104"
"14000US45003020402","tract","2023","133.82","97.3896","99.4108"
"14000US45003020500","tract","2023","94.8","35.0775","26.7677"
"14000US45003020601","tract","2023","95.48","36.3893","28.1566"
"14000US45003020603","tract","2023","118.63","84.4702","82.3232"
"14000US45003020604","tract","2023","113.08","74.413","69.697"
"14000US45003020701","tract","2023","102.18","50.4093","42.6768"
"14000US45003020702","tract","2023","126.52","93.4727","95.9596"
"14000US45003020801","tract","2023","89.38","25.7536","18.0135"
"14000US45003020802","tract","2023","86.43","21.4432","14.0572"
"14000US45003020901","tract","2023","106.08","58.9737","52.0202"
"14000US45003020903","tract","2023","99.36","44.345","35.8586"
"14000US45003020904","tract","2023","118.17","83.7304","80.9343"
"14000US45003021001","tract","2023","109.98","67.7873","62.7946"
"14000US45003021003","tract","2023","112.66","73.5669","68.5606"
"14000US45003021004","tract","2023","124.96","92.1452","94.4444"
"14000US45003021101","tract","2023","114.5","77.2542","72.5589"
"14000US45003021102","tract","2023","120.4","87.0543","86.3636"
"14000US45003021201","tract","2023","89.4","25.7864","18.0976"
"14000US45003021202","tract","2023","79.11","13.2998","7.4074"
"14000US45003021204","tract","2023","88.71","24.7186","17.0034"
"14000US45003021205","tract","2023","87.83","23.4029","15.6566"
"14000US45003021300","tract","2023","83.98","18.2543","11.3636"
"14000US45003021401","tract","2023","113.74","75.7024","71.2963"
"14000US45003021402","tract","2023","121.87","88.9275","89.4781"
"14000US45003021500","tract","2023","98.01","41.4461","32.8283"
"14000US45003021601","tract","2023","110.4","68.7502","64.0993"
"14000US45003021603","tract","2023","98.69","42.9336","34.4276"
"14000US45003021604","tract","2023","99.34","44.2899","35.7744"
"14000US45003021700","tract","2023","99.06","43.6931","35.101"
"14000US45003021800","tract","2023","122.23","89.3302","89.9832"
"14000US45003021901","tract","2023","93.92","33.4378","25"
"14000US45003021902","tract","2023","109.27","66.166","60.9428"
"14000US45003022001","tract","2023","94.59","34.6879","26.5152"
"14000US45003022003","tract","2023","88.65","24.6202","16.835"
"14000US45003022004","tract","2023","101.06","48.0311","39.8148"
"14000US45003022100","tract","2023","108.72","64.8884","59.1751"
"14000US45003980100","tract","2023",NA,NA,NA
"14000US45005970201","tract","2023","82.02","16.0637","9.7643"
"14000US45005970202","tract","2023",NA,NA,NA
"14000US45005970500","tract","2023","112.81","73.8949","68.8552"
"14000US45007000200","tract","2023","77.47","11.9002","6.3973"
"14000US45007000300","tract","2023","62.77","4.5177","2.2727"
"14000US45007000500","tract","2023","116.27","80.5153","76.7677"
"14000US45007000600","tract","2023","128.43","94.8527","97.4747"
"14000US45007000701","tract","2023","134.34","97.5654","99.5791"
"14000US45007000702","tract","2023",NA,NA,NA
"14000US45007000800","tract","2023","126.55","93.495","96.0438"
"14000US45007000900","tract","2023",NA,NA,NA
"14000US45007001000","tract","2023","79.43","13.5976","7.5758"
"14000US45007001100","tract","2023","96.61","38.5799","29.798"
"14000US45007010103","tract","2023","109.62","66.9439","61.8687"
"14000US45007010105","tract","2023",NA,NA,NA
"14000US45007010106","tract","2023","79.85","13.9964","7.9966"
"14000US45007010107","tract","2023",NA,NA,NA
"14000US45007010108","tract","2023","98.5","42.5309","33.7542"
"14000US45007010200","tract","2023",NA,NA,NA
"14000US45007010300","tract","2023","109.9","67.605","62.7104"
"14000US45007010403","tract","2023","119.58","85.921","84.3013"
"14000US45007010404","tract","2023","105.21","57.0861","49.7475"
"14000US45007010405","tract","2023","113.21","74.6871","70.0337"
"14000US45007010406","tract","2023",NA,NA,NA
"14000US45007010501","tract","2023",NA,NA,NA
"14000US45007010502","tract","2023","116.18","80.3474","76.431"
"14000US45007010601","tract","2023",NA,NA,NA
"14000US45007010602","tract","2023","109.29","66.2159","61.0269"
"14000US45007010701","tract","2023","98.77","43.1054","34.5118"
"14000US45007010702","tract","2023","106.33","59.4905","52.862"
"14000US45007010800","tract","2023",NA,NA,NA
"14000US45007010900","tract","2023","97.87","41.1745","32.3232"
"14000US45007011001","tract","2023",NA,NA,NA
"14000US45007011002","tract","2023",NA,NA,NA
"14000US45007011100","tract","2023","101.31","48.5426","40.6987"
"14000US45007011201","tract","2023","94.92","35.3202","27.1044"
"14000US45007011203","tract","2023","96.07","37.5489","29.1246"
"14000US45007011204","tract","2023","83.87","18.1048","11.2795"
"14000US45007011301","tract","2023",NA,NA,NA
"14000US45007011302","tract","2023","113.22","74.7081","70.1178"
"14000US45007011401","tract","2023","123.34","90.5147","92.0034"
"14000US45007011402","tract","2023",NA,NA,NA
"14000US45007011501","tract","2023","103.8","53.989","45.9175"
"14000US45007011502","tract","2023","122.24","89.3394","90.0673"
"14000US45007011600","tract","2023","107.41","61.9382","56.1869"
"14000US45007011701","tract","2023",NA,NA,NA
